gene_name	external_gene_name	ProductivityWhenExonIncluded	strand	Frame_of_upstream_exon	Frame_of_cassette_exon	Frame_of_downstream_exon	Coordinates_of_upstream_exon	Coordinates_of_cassette_exon	Coordinates_of_downstream_exon	dN.dS_of_upstream_exon	dN.dS_of_cassette_exon	dN.dS_of_downstream_exon	MeanPhyloP_of_upstream_exon	MeanPhyloP_of_cassette_exon	MeanPhyloP_of_downstream_exon	IsDifferentiallySpliced_in_at_least_one_contrast_in_human_and_anyNonMacaque
ENSG00000134717.18	BTF3L4	Productive	+	0	2	2	chr1:52086112-52086171	chr1:52083340-52083541	chr1:52064825-52064938	0.08108108108108109	39.111111111111114	0.3839662447257384	6.1702986	5.481901168823242	5.072817	TRUE
ENSG00000164053.22	ATRIP	Productive	+	2	0	0	chr3:48464831-48465083	chr3:48464582-48464662	chr3:48464041-48464132	0.7770154373927959	2.3956043956043955	4.652083333333334	2.9112394	1.4435802698135376	2.489731	FALSE
ENSG00000177479.20	ARIH2	Unproductive	+	0	2	2	chr3:48961612-48961631	chr3:48945136-48945181	chr3:48927559-48927813	2.2246696035242293	0.6129032258064516	1.9743589743589745	5.1735845	3.168325662612915	5.04795	FALSE
ENSG00000164062.13	APEH	Productive	+	2	0	0	chr3:49676609-49676700	chr3:49676378-49676515	chr3:49676056-49676219	0.9457259158751696	1.0783289817232375	1.938337801608579	3.627	4.756919860839844	4.8936305	TRUE
ENSG00000004534.15	RBM6	Productive	+	0	0	0	chr3:50048245-50048319	chr3:49999440-49999513	chr3:49975323-49975392	8.689655172413794	3.4578313253012047	4	2.656586	5.7599864	2.5410802364349365	TRUE
ENSG00000001617.12	SEMA3F	Productive	+	0	0	0	chr3:50176768-50176861	chr3:50175096-50175188	chr3:50174231-50174350	0.37340619307832423	5.473684210526316	0.4655688622754491	3.5927002	1.0944301	3.9464364051818848	FALSE
ENSG00000114738.11	MAPKAPK3	Productive	+	2	0	0	chr3:50647894-50648046	chr3:50647123-50647203	chr3:50646740-50646825	0.25562700964630225	0.27488151658767773	1.2712121212121212	4.664802	4.8225555419921875	4.532332897186279	FALSE
ENSG00000164081.13	TEX264	Productive	+	0	0	0	chr3:51699406-51699574	chr3:51684413-51684634	chr3:51674305-51674562	0.8891700404858299	6.9144385026737964	3.2882096069868996	3.2270234	3.8006033897399902	3.4909115	TRUE
ENSG00000116171.19	SCP2	Productive	+	2	2	2	chr1:52954740-52954804	chr1:52950755-52950886	chr1:52948009-52948080	1.143730886850153	0.7343173431734318	2.121693121693122	3.7204442	4.7642951011657715	3.1506614685058594	TRUE
ENSG00000243989.9	ACY1	Productive	+	2	0	0	chr3:51985852-51985946	chr3:51985361-51985465	chr3:51985207-51985271	2.097872340425532	5.469512195121951	0.6375617792421746	1.2978616	3.565819263458252	4.3267684	TRUE
ENSG00000243989.9	ACY1	Productive	+	2	1	1	chr3:51987556-51987624	chr3:51987147-51987453	chr3:51986988-51987061	8.298076923076923	1.7139722019019752	4.129032258064516	3.0342567	2.032231330871582	4.2149134	TRUE
ENSG00000023330.15	ALAS1	Productive	+	2	2	2	chr3:52211283-52211551	chr3:52208083-52208247	chr3:52206572-52206751	0.2725552050473186	0.1503623188405797	0.4141935483870968	4.993794	5.3285275	4.859594821929932	FALSE
ENSG00000116171.19	SCP2	Productive	+	2	1	1	chr1:52978217-52978367	chr1:52976683-52976769	chr1:52974769-52974832	0.8536585365853658	1.4258373205741626	13.991869918699187	5.0248904	3.625068664550781	3.6807217597961426	FALSE
ENSG00000164088.18	PPM1M	Productive	+	1	0	0	chr3:52247682-52247794	chr3:52246974-52247228	chr3:52246695-52246812	1.313793103448276	1.069284064665127	0.7529411764705882	2.4644494	2.8150076866149902	3.6066103	FALSE
ENSG00000168237.18	GLYCTK	Productive	+	0	0	0	chr3:52292260-52292569	chr3:52291747-52291922	chr3:52290964-52291111	0.4171779141104294	11.375	6.302931596091205	3.5339866	4.287289619445801	2.9005065	FALSE
ENSG00000010318.22	PHF7	Productive	+	0	2	2	chr3:52422760-52422836	chr3:52422222-52422338	chr3:52421648-52421754	0.3859060402684564	0.6508474576271186	7.885714285714286	2.4702058	2.216641	1.6915453672409058	FALSE
ENSG00000116171.19	SCP2	Productive	+	1	2	2	chr1:53047858-53047937	chr1:53038917-53039046	chr1:53027978-53028071	5.3125	7.867549668874172	0.3684210526315789	2.3640425	4.817054271697998	4.908174991607666	TRUE
ENSG00000157388.20	CACNA1D	Productive	+	2	1	1	chr3:53719755-53719781	chr3:53718682-53718741	chr3:53718301-53718388	14.40983606557377	15.806451612903226	2.909090909090909	4.005068	2.2922167778015137	4.7468147	FALSE
ENSG00000157388.20	CACNA1D	Productive	+	0	0	0	chr3:53770424-53770552	chr3:53762551-53762634	chr3:53753572-53753682	0.33179190751445087	0.9363636363636364	4.048543689320389	5.204811	6.8606787	6.032465	TRUE
ENSG00000157388.20	CACNA1D	Productive	+	0	1	1	chr3:53803423-53803572	chr3:53802147-53802173	chr3:53801058-53801425	11.571428571428571	0.14906832298136646	1.4407582938388626	3.542902	5.0404815673828125	2.8927667	TRUE
ENSG00000211452.12	DIO1	Productive	+	0	0	0	chr1:53909931-53909999	chr1:53906095-53906294	chr1:53904716-53904809	0.8709677419354839	3.607744107744108	0.9842767295597484	4.0581694	2.979480028152466	2.898768	FALSE
ENSG00000180376.17	CCDC66	Productive	+	2	0	0	chr3:56593491-56593741	chr3:56592970-56593101	chr3:56571181-56571302	2.7288135593220337	1.8107074569789672	2.548523206751055	2.0084343	1.6108863353729248	1.315271	TRUE
ENSG00000163681.17	SLMAP	Productive	+	0	2	2	chr3:57890041-57890100	chr3:57871636-57871698	chr3:57864548-57864716	0.26264880952380953	0.9744897959183674	4.931034482758621	5.333095	5.070683479309082	4.0209832191467285	TRUE
ENSG00000163681.17	SLMAP	Productive	+	0	1	1	chr3:57909076-57909150	chr3:57907884-57908006	chr3:57896881-57896932	4	1.3355855855855856	0.6666666666666666	3.7258654	4.206391	3.927413702011109	TRUE
ENSG00000163681.17	SLMAP	Productive	+	0	2	2	chr3:57925845-57925928	chr3:57922889-57923023	chr3:57916965-57917077	1.036259541984733	6.215277777777778	1.5244755244755244	3.5656989	4.100473880767822	6.2703443	TRUE
ENSG00000136068.16	FLNB	Unproductive	+	2	0	0	chr3:58102203-58102325	chr3:58099638-58099735	chr3:58098711-58098908	1.3154523618895115	4.098039215686274	0.3859516616314199	3.638091	1.546918272972107	4.167081	FALSE
ENSG00000136068.16	FLNB	Productive	+	2	2	2	chr3:58132808-58132931	chr3:58131927-58132019	chr3:58130741-58130908	0.5861297539149888	2.3088235294117645	27.489795918367346	3.9234707	2.4004838466644287	4.0565004	FALSE
ENSG00000136068.16	FLNB	Productive	+	2	0	0	chr3:58142650-58142752	chr3:58141858-58141929	chr3:58138282-58138529	4.5311973018549745	4.569620253164557	0.8988970588235294	4.5125847	2.928236246109009	3.9958737	TRUE
ENSG00000136068.16	FLNB	Productive	+	0	2	2	chr3:58153375-58153641	chr3:58150105-58150227	chr3:58149981-58150002	0.12714776632302405	19.139240506329113	0.3669260700389105	5.3563185	4.488942623138428	4.547824	FALSE
ENSG00000168297.16	PXK	Productive	+	0	0	0	chr3:58369431-58369478	chr3:58365874-58365924	chr3:58332989-58333090	6.2125	3.738095238095238	0.391025641025641	2.417608	3.202156782150269	2.8442707	FALSE
ENSG00000168297.16	PXK	Productive	+	0	2	2	chr3:58424752-58424960	chr3:58412901-58412963	chr3:58410090-58410159	0.7774647887323943	0.1803607214428858	2.024439918533605	3.0920143	3.9500155	2.650574	TRUE
ENSG00000144724.20	PTPRG	Productive	+	2	1	1	chr3:62243807-62243898	chr3:62231225-62231311	chr3:62218851-62218983	2.6254681647940075	4.339622641509434	1.3581488933601609	3.9240823	3.3994250297546387	4.965533	FALSE
ENSG00000163630.11	SYNPR	Productive	+	1	0	0	chr3:63615224-63615481	chr3:63609125-63609316	chr3:63556543-63556741	0.7995824634655533	0.33148831488314884	11.06060606060606	4.3581557	4.48199987411499	3.8426433	FALSE
ENSG00000163635.20	ATXN7	Productive	+	1	0	0	chr3:63999450-63999467	chr3:63997621-63997687	chr3:63995505-63996483	4.830393996247655	9.907407407407408	5.153846153846154	3.067426	0.5897164344787598	5.0976663	TRUE
ENSG00000144741.19	SLC25A26	Productive	+	0	2	2	chr3:66243203-66243312	chr3:66236544-66236700	chr3:66221095-66221127	1.748091603053435	10.276119402985074	1.6890909090909092	1.370091	5.142764091491699	3.7939725	FALSE
ENSG00000163605.16	PPP4R2	Productive	+	0	1	1	chr3:73064003-73064146	chr3:73063673-73063747	chr3:73061023-73061060	11	4.401960784313726	2.196039603960396	5.961737	5.079613208770752	4.2332916	FALSE
ENSG00000185008.19	ROBO2	Productive	+	1	2	2	chr3:77546338-77546462	chr3:77527403-77527414	chr3:77522775-77522902	9.97979797979798	Inf	0.34513274336283184	4.2610393	5.657415866851807	5.799447	TRUE
ENSG00000185008.19	ROBO2	Productive	+	2	2	2	chr3:77607798-77607811	chr3:77602935-77603060	chr3:77602210-77602491	0.43925678894711767	2.06140350877193	0.16326530612244897	5.342493	7.298499584197998	6.487999	FALSE
ENSG00000185008.19	ROBO2	Productive	+	0	2	2	chr3:77634870-77635043	chr3:77632474-77632656	chr3:77622405-77622432	0.1440329218106996	1.1490196078431372	3.674876847290641	5.8875	5.875852584838867	3.8819656	FALSE
ENSG00000083937.10	CHMP2B	Productive	+	0	0	0	chr3:87245714-87245818	chr3:87240699-87240790	chr3:87227523-87227556	10.6	5.120300751879699	2.57703081232493	2.7626765	5.231978893280029	5.432399749755859	FALSE
ENSG00000169379.17	ARL13B	Productive	+	0	2	2	chr3:94003659-94003908	chr3:93995874-93995944	chr3:93980424-93980482	4.690476190476191	36	0.911461908030199	2.0102034	5.815338134765625	4.905992	FALSE
ENSG00000169379.17	ARL13B	Productive	+	2	2	2	chr3:94053187-94053263	chr3:94050824-94050892	chr3:94049406-94049522	1.3198051948051948	1.0754716981132075	8.872093023255815	2.060077	4.212883949279785	2.5857792	FALSE
ENSG00000113966.11	ARL6	Productive	+	2	1	1	chr3:97798024-97798057	chr3:97791771-97791826	chr3:97787990-97788119	0.16928446771378708	6.895833333333333	1.5714285714285714	4.9034686	5.4515	3.4831178188323975	FALSE
ENSG00000064225.13	ST3GAL6	Productive	+	2	1	1	chr3:98788036-98788195	chr3:98784945-98785040	chr3:98773920-98773983	3.5714285714285716	3.3223684210526314	1.1433389544688026	1.7916563	3.3186771869659424	3.0492875576019287	FALSE
ENSG00000036054.13	TBC1D23	Productive	+	0	1	1	chr3:100316099-100316187	chr3:100311833-100311877	chr3:100310403-100310542	13.752212389380531	1.9243697478991597	0.03594351732991014	5.1558566	5.492888927459717	5.676797389984131	TRUE
ENSG00000114354.15	TFG	Productive	+	2	2	2	chr3:100748149-100748531	chr3:100747414-100747454	chr3:100744833-100744931	1.1146496815286624	10.666666666666666	2.234142521534847	3.9914753	5.044000148773193	3.59841251373291	TRUE
ENSG00000081154.12	PCNP	Productive	+	0	0	0	chr3:101585437-101585511	chr3:101579790-101580004	chr3:101574216-101574279	17.0625	3.5492424242424243	8.4	2.7529063	5.118245601654053	4.846506595611572	TRUE
ENSG00000182504.12	CEP97	Productive	+	0	0	0	chr3:101731840-101731953	chr3:101728836-101728937	chr3:101727383-101727541	0.25029797377830754	0.43400211193241817	5.074257425742574	4.808623	3.4123528003692627	4.709386	FALSE
ENSG00000144815.18	NXPE3	Productive	+	1	2	2	chr3:101821404-101821954	chr3:101816795-101817001	chr3:101807053-101807126	3.0069444444444446	9.420168067226893	12.746724890829697	3.130027	3.331009864807129	3.9844105	FALSE
ENSG00000170017.12	ALCAM	Productive	+	0	2	2	chr3:105552468-105552585	chr3:105552144-105552182	chr3:105550127-105550259	0.46897810218978103	1	7.264	3.9272332	3.614537954330444	3.8244493	TRUE
ENSG00000114439.19	BBX	Productive	+	2	2	2	chr3:107791240-107791299	chr3:107789787-107789876	chr3:107778371-107778519	0.8350515463917526	3.608695652173913	5.416666666666667	4.5756907	4.7691779136657715	2.2719666957855225	TRUE
ENSG00000177707.11	NECTIN3	Productive	+	1	2	2	chr3:111122121-111122238	chr3:111118656-111118952	chr3:111112030-111112371	0.781947261663286	0.9423076923076924	0.8099041533546326	3.785354	3.4735991954803467	4.033797	FALSE
ENSG00000144824.21	PHLDB2	Productive	+	0	0	0	chr3:111939475-111939630	chr3:111932269-111932397	chr3:111920282-111920419	0.45278969957081544	4.496551724137931	1.0637087599544937	4.3815722	5.22944974899292	4.62525	FALSE
ENSG00000144824.21	PHLDB2	Productive	+	0	0	0	chr3:111952572-111952712	chr3:111949702-111949890	chr3:111948932-111949075	2.5830258302583027	2.28060263653484	0.8091787439613527	3.320271	2.652317523956299	3.438241	FALSE
ENSG00000144824.21	PHLDB2	Productive	+	0	2	2	chr3:111958275-111958295	chr3:111957236-111957250	chr3:111953930-111954029	10.122222222222222	Inf	3.586206896551724	3.07758	3.2511332035064697	2.755	FALSE
ENSG00000144834.14	TAGLN3	Productive	+	0	1	1	chr3:112013410-112013551	chr3:112011763-112011865	chr3:112000844-112000946	7.833333333333333	10.202247191011235	2.9903846153846154	5.4563885	4.580145359039307	5.103233	FALSE
ENSG00000091972.19	CD200	Productive	+	0	2	2	chr3:112344962-112345288	chr3:112340902-112340983	chr3:112333213-112333224	66	4.333333333333333	2.364831552999178	0.9574166	0.922341525554657	1.679155945777893	FALSE
ENSG00000163607.18	GTPBP8	Productive	+	0	0	0	chr3:112995135-112995265	chr3:112993026-112993124	chr3:112991000-112991335	3.3680870353581143	0.43641618497109824	0.5920915712799167	1.1865178	4.855474472045898	4.877367	TRUE
ENSG00000144857.15	BOC	Productive	+	1	2	2	chr3:113286675-113286708	chr3:113285372-113285565	chr3:113284782-113284858	2.711764705882353	2.05037513397642	0.3422222222222222	0.74966234	1.042030930519104	2.5268528	FALSE
ENSG00000072858.11	SIDT1	Productive	+	0	2	2	chr3:113616100-113616176	chr3:113615063-113615077	chr3:113612086-113612194	0.501002004008016	1.5	0.46613545816733065	4.4206147	2.8541998863220215	3.9699089527130127	FALSE
ENSG00000151576.10	QTRT2	Productive	+	1	0	0	chr3:114070626-114070751	chr3:114067987-114068063	chr3:114066228-114066283	1.0688259109311742	0.6427350427350428	8.46938775510204	4.2806067	3.7497401237487793	4.1689053	FALSE
ENSG00000144837.9	PLA1A	Productive	+	0	1	1	chr3:119608770-119608899	chr3:119606774-119606975	chr3:119597914-119597986	3.7155172413793105	4.681818181818182	1.2936610608020698	0.81397265	1.864306926727295	2.8365	FALSE
ENSG00000065518.8	NDUFB4	Productive	+	0	0	0	chr3:120602208-120602270	chr3:120601111-120601257	chr3:120596360-120596539	9.76969696969697	2.096870342771982	1.6470588235294117	1.7538222	2.3382039070129395	2.1980316638946533	FALSE
ENSG00000145087.14	STXBP5L	Productive	+	1	2	2	chr3:121318475-121318540	chr3:121282266-121282337	chr3:121279805-121279956	0.4358752166377816	1.5869565217391304	12.521739130434783	4.8059015	6.805152893066406	3.3645604	FALSE
ENSG00000114023.16	FAM162A	Productive	+	2	1	1	chr3:122407281-122407389	chr3:122404258-122404363	chr3:122402760-122402882	2.457875457875458	3.536796536796537	1.1570438799076213	1.3665203	2.335575580596924	2.4138810634613037	TRUE
ENSG00000160145.16	KALRN	Productive	+	1	0	0	chr3:124650808-124650938	chr3:124637208-124637303	chr3:124633849-124633953	13.042857142857144	2.7786561264822134	1.3779661016949152	4.8104189999999996	5.2961039543151855	3.718725	FALSE
ENSG00000132394.11	EEFSEC	Productive	+	1	0	0	chr3:128341233-128341889	chr3:128264617-128264781	chr3:128262128-128262224	0.3939393939393939	0.5423594615993665	4.287245444801715	4.2240825	4.880060195922852	3.8319755	TRUE
ENSG00000132394.11	EEFSEC	Productive	+	0	0	0	chr3:128408069-128408101	chr3:128358217-128358373	chr3:128341233-128341889	4.287245444801715	0.4757834757834758	5.696969696969697	3.8319755	5.012362957000732	2.1604545	FALSE
ENSG00000075785.14	RAB7A	Productive	+	1	0	0	chr3:128813327-128813422	chr3:128807543-128807671	chr3:128797943-128798069	0.01335877862595419	95.6	0.12340425531914892	6.23081	5.520380020141602	5.414531707763672	TRUE
ENSG00000183624.14	HMCES	Productive	+	0	0	0	chr3:129298354-129298535	chr3:129288854-129288997	chr3:129279733-129279915	2.571656050955414	2.0035211267605635	1.187624750499002	2.673344	3.746132	3.0220773	FALSE
ENSG00000163913.14	IFT122	Productive	+	2	1	1	chr3:129469342-129469417	chr3:129464635-129464781	chr3:129463560-129463626	0.3755274261603376	0.2136752136752137	0.5333333333333333	4.707418	5.249143	5.6044216	TRUE
ENSG00000163913.14	IFT122	Productive	+	0	2	2	chr3:129495446-129495607	chr3:129492141-129492194	chr3:129488257-129488397	0.1577757685352622	4.404040404040404	0.6147934678194045	5.284007	4.938482	4.832488059997559	TRUE
ENSG00000017260.20	ATP2C1	Productive	+	0	0	0	chr3:130934622-130934711	chr3:130932022-130932138	chr3:130930458-130930526	0.4	0.27301927194860814	0.21739130434782608	4.8408117	5.2328553	5.885166645050049	FALSE
ENSG00000017260.20	ATP2C1	Productive	+	0	2	2	chr3:130980582-130980679	chr3:130979249-130979419	chr3:130975332-130975488	0.6130612244897959	0.6894230769230769	0.6641651031894934	4.213089	5.0650764	4.205857276916504	FALSE
ENSG00000017260.20	ATP2C1	Productive	+	0	1	1	chr3:131016152-131016247	chr3:131001220-131001344	chr3:130999518-130999659	0.2076749435665914	5.297979797979798	1.5630026809651474	5.5168524	3.8386	3.499958753585815	TRUE
ENSG00000138246.17	DNAJC13	Unproductive	+	0	1	1	chr3:132484588-132484672	chr3:132484363-132484493	chr3:132483375-132483577	0.28505595786701776	4.258823529411765	6.434782608695652	5.4113445	2.087160587310791	4.6703296	FALSE
ENSG00000138246.17	DNAJC13	Unproductive	+	0	2	2	chr3:132538176-132538282	chr3:132537158-132537266	chr3:132530998-132531097	8.521739130434783	5.692771084337349	0.7656458055925432	5.9966903	4.707991123199463	4.1900654	TRUE
ENSG00000091513.16	TF	Productive	+	0	0	0	chr3:133753595-133753703	chr3:133748412-133748584	chr3:133746441-133746483	4.795454545454546	3.381889763779528	1.301948051948052	1.3458372	1.177745699882507	2.1027982234954834	FALSE
ENSG00000182923.20	CEP63	Productive	+	1	0	0	chr3:134537155-134537211	chr3:134531845-134531940	chr3:134507109-134507286	1.75	6.093220338983051	0.14285714285714285	2.9535506	2.584802	4.2342806	FALSE
ENSG00000182923.20	CEP63	Productive	+	0	0	0	chr3:134537155-134537211	chr3:134532778-134532900	chr3:134531845-134531940	6.093220338983051	9.424528301886792	0.14285714285714285	2.584802	2.77334976196289	4.2342806	FALSE
ENSG00000182923.20	CEP63	Productive	+	0	0	0	chr3:134549062-134549088	chr3:134547335-134547472	chr3:134546149-134546288	10.758389261744966	4.8120567375886525	1.0459770114942528	1.7589214	1.616485595703125	2.5897038	TRUE
ENSG00000114054.14	PCCB	Productive	+	0	1	1	chr3:136260479-136260535	chr3:136256555-136256623	chr3:136255856-136255975	0.27890173410404623	0.592274678111588	0.3412969283276451	4.9952083	5.780738830566406	5.758140563964844	FALSE
ENSG00000114098.18	ARMC8	Productive	+	0	1	1	chr3:138221926-138221997	chr3:138209817-138209893	chr3:138187555-138187599	21.25	23.41176470588235	0.05177993527508091	2.9600663	5.768181800842285	6.535624980926514	TRUE
ENSG00000114098.18	ARMC8	Productive	+	2	0	0	chr3:138235034-138235100	chr3:138228918-138229010	chr3:138223636-138223733	0.17567567567567569	0.17735334242837653	9.39655172413793	4.787755	5.2824296951293945	5.181403160095215	TRUE
ENSG00000114098.18	ARMC8	Productive	+	1	0	0	chr3:138245088-138245183	chr3:138241783-138241983	chr3:138239468-138239528	0.1652542372881356	0.07859531772575251	0.02281368821292775	5.2374916	5.851054668426514	6.109405994415283	FALSE
ENSG00000175110.14	MRPS22	Productive	+	0	0	0	chr3:139352647-139352792	chr3:139350977-139351060	chr3:139350179-139350322	0.6009661835748792	2.3031496062992125	0.8552223371251293	4.143118	3.7905120849609375	4.114486	TRUE
ENSG00000114120.14	SLC25A36	Productive	+	0	1	1	chr3:140963127-140963227	chr3:140959463-140959540	chr3:140956636-140956691	1.003787878787879	46.666666666666664	0.49310872894333846	4.496982	5.364115238189697	5.3506727	FALSE
ENSG00000114120.14	SLC25A36	Unproductive	+	1	2	2	chr3:140970927-140970970	chr3:140966348-140966434	chr3:140963127-140963227	0.49310872894333846	3.317073170731707	0.14057507987220447	5.3506727	1.0715863704681396	5.683727264404297	FALSE
ENSG00000114125.14	RNF7	Productive	+	0	2	2	chr3:141745159-141745277	chr3:141743509-141743556	chr3:141738342-141738516	2.9180790960451977	1.7586206896551724	0.00738552437223042	4.560966	5.90777063369751	6.160502910614014	TRUE
ENSG00000144935.17	TRPC1	Productive	+	2	0	0	chr3:142748258-142748460	chr3:142743485-142743586	chr3:142736379-142736533	0.255378858746492	20.98148148148148	0.07138964577656676	5.9277678	5.546362400054932	5.7342367	FALSE
ENSG00000144935.17	TRPC1	Unproductive	+	0	0	0	chr3:142802169-142802344	chr3:142796123-142796177	chr3:142792824-142792967	0.1608	4.173913043478261	2.1867924528301885	5.092798	0.7674546241760254	5.017375	FALSE
ENSG00000163714.18	U2SURP	Productive	+	0	1	1	chr3:143056312-143056450	chr3:143054943-143055119	chr3:143053676-143053794	0.03323262839879154	0.5145728643216081	0.1921259842519685	3.4036896	4.732096195220947	5.683064	TRUE
ENSG00000163754.18	GYG1	Productive	+	0	2	2	chr3:149024053-149024165	chr3:149009276-149009402	chr3:148996742-148996892	5.48605577689243	10.591304347826089	6.1020408163265305	4.7906294	5.0731025	3.227761	TRUE
